ObjectId,indicator_label,indicator_id,indicator_desc,minset_series,minset_series_desc,ref_area,ref_area_desc,iso3,x,y,sdg_region,time_period,sex,sex_desc,age,age_desc,urbanization,urbanization_desc,obs_value,unit_measure,unit_measure_desc,nature,nature_desc,reporting_type,reporting_type_desc,comment_obs,source_detail,source_year,dimensions,is_latest_year
260,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",642,Romania,ROU,24.98481009,45.83893563,Europe and Northern America,2012,M,Male,Y_GE10,10 years old and over,_T,All areas,4.97,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work;",Calculated by UNSD based on available country data from the Time Use of the Romanians - 2012 to apply ICATUS.,2017,"sex, age, urbanization",1
261,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",51,Armenia,ARM,44.93839317,40.29499741,Northern Africa and Western Asia,2008,M,Male,Y_GE15,15 years old and over,_T,All areas,5.9,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Sample Survey in the Republic of Armenia to apply ICATUS.,2017,"sex, age, urbanization",1
262,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",51,Armenia,ARM,44.93839317,40.29499741,Northern Africa and Western Asia,2008,F,Female,Y_GE15,15 years old and over,_T,All areas,6.88,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Sample Survey in the Republic of Armenia to apply ICATUS.,2017,"sex, age, urbanization",1
263,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",616,Poland,POL,19.40660158,52.1226733,Europe and Northern America,2013,F,Female,Y_GE15,15 years old and over,_T,All areas,6.87,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
264,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",616,Poland,POL,19.40660158,52.1226733,Europe and Northern America,2013,M,Male,Y_GE15,15 years old and over,_T,All areas,6.68,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
265,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",496,Mongolia,MNG,103.0728057,46.83892054,Eastern and South-Eastern Asia,2000,F,Female,Y_GE12,12 years old and over,_T,All areas,8.98,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey (pilot) to apply ICATUS.,2017,"sex, age, urbanization",
266,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",496,Mongolia,MNG,103.0728057,46.83892054,Eastern and South-Eastern Asia,2000,M,Male,Y_GE12,12 years old and over,_T,All areas,8.17,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey (pilot) to apply ICATUS.,2017,"sex, age, urbanization",
267,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",275,State of Palestine,PSE,35.25694122,31.94347933,Northern Africa and Western Asia,2000,F,Female,Y_GE10,10 years old and over,_T,All areas,5.55,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey 1999-2000 to apply ICATUS.,2017,"sex, age, urbanization",
268,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",275,State of Palestine,PSE,35.25694122,31.94347933,Northern Africa and Western Asia,2000,M,Male,Y_GE10,10 years old and over,_T,All areas,6.02,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey 1999-2000 to apply ICATUS.,2017,"sex, age, urbanization",
269,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,2000,F,Female,Y_GE10,10 years old and over,_T,All areas,5.53,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey 2000 to apply ICATUS.,2017,"sex, age, urbanization",
270,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,2000,M,Male,Y_GE10,10 years old and over,_T,All areas,4.55,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey 2000 to apply ICATUS.,2017,"sex, age, urbanization",
271,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,2002,F,Female,Y_GE10,10 years old and over,_T,All areas,6.37,HR,Hours,CA,Country adjusted data,G,Global,"Paid work also includes study;",Calculated by UNSD based on available country data from the Time use survey 2002 (pilot) to apply ICATUS.,2017,"sex, age, urbanization",1
272,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,2002,M,Male,Y_GE10,10 years old and over,_T,All areas,5.68,HR,Hours,CA,Country adjusted data,G,Global,"Paid work also includes study;",Calculated by UNSD based on available country data from the Time use survey 2002 (pilot) to apply ICATUS.,2017,"sex, age, urbanization",1
273,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,2003,F,Female,Y20T74,20 to 74 years old,_T,All areas,7.53,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time use survey 2002-2003 to apply ICATUS.,2017,"sex, age, urbanization",
274,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,2003,M,Male,Y20T74,20 to 74 years old,_T,All areas,6.62,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time use survey 2002-2003 to apply ICATUS.,2017,"sex, age, urbanization",
275,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",496,Mongolia,MNG,103.0728057,46.83892054,Eastern and South-Eastern Asia,2007,F,Female,Y_GE12,12 years old and over,_T,All areas,8.85,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey 2007 to apply ICATUS.,2017,"sex, age, urbanization",
276,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",496,Mongolia,MNG,103.0728057,46.83892054,Eastern and South-Eastern Asia,2007,M,Male,Y_GE12,12 years old and over,_T,All areas,7.97,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey 2007 to apply ICATUS.,2017,"sex, age, urbanization",
277,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",152,Chile,CHL,-71.23029019,-35.2652885,Latin America and the Caribbean,2008,F,Female,Y_GE15,15 years old and over,_T,All areas,6.38,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey 2007 to apply ICATUS.,2017,"sex, age, urbanization",1
278,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",152,Chile,CHL,-71.23029019,-35.2652885,Latin America and the Caribbean,2008,M,Male,Y_GE15,15 years old and over,_T,All areas,6.05,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey 2007 to apply ICATUS.,2017,"sex, age, urbanization",1
279,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",40,Austria,AUT,14.14172472,47.58704857,Europe and Northern America,2009,F,Female,Y_GE10,10 years old and over,_T,All areas,7.2,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey 2008/09 to apply ICATUS.,2017,"sex, age, urbanization",1
280,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",40,Austria,AUT,14.14172472,47.58704857,Europe and Northern America,2009,M,Male,Y_GE10,10 years old and over,_T,All areas,6.85,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey 2008/09 to apply ICATUS.,2017,"sex, age, urbanization",1
281,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,2010,F,Female,Y20T74,20 to 74 years old,_T,All areas,6.9,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work;",Calculated by UNSD based on available country data from the Time use survey 2009-2010 to apply ICATUS.,2017,"sex, age, urbanization",1
