ObjectId,indicator_label,indicator_id,indicator_desc,minset_series,minset_series_desc,ref_area,ref_area_desc,iso3,x,y,sdg_region,time_period,sex,sex_desc,obs_value,unit_measure,unit_measure_desc,nature,nature_desc,reporting_type,reporting_type_desc,comment_obs,source_detail,source_year,dimensions,is_latest_year
984,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,2012,F,Female,30.4,PT,Percent,C,Country data,G,Global,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",LFS - Permanent Household Survey (Urban),2021,sex,
985,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,2009,F,Female,30.4,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,HS - Household Survey of Multiple Purposes,2021,sex,
986,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,2005,F,Female,30.41,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation | Break in series: Methodology revised,LFS - EU Labour Force Survey,2021,sex,
987,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,807,North Macedonia,MKD,21.7007909,41.60048068,Europe and Northern America,2007,F,Female,29.31,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
988,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,2008,F,Female,30.42,PT,Percent,C,Country data,G,Global,Data reference period: July | Age coverage - minimum age: 12 years old,HS - National Household Survey,2021,sex,
989,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,242,Fiji,FJI,177.9660884,-17.83301566,"Oceania, exc. Australia and New Zealand",2014,F,Female,30.42,PT,Percent,C,Country data,G,Global,,"LFS - Employment, Unemployment Survey",2021,sex,
990,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2007,F,Female,30.42,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
991,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,702,Singapore,SGP,103.8107883,1.361009155,Eastern and South-Eastern Asia,2007,F,Female,30.43,PT,Percent,C,Country data,G,Global,"Data reference period: June | Population coverage: Nationals, residents",LFS - Labour Force Survey,2021,sex,
992,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,143,Central Asia,,,,Central and Southern Asia,2015,F,Female,30.43,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
993,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,2010,F,Female,30.45,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
994,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,2018,F,Female,30.46,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Quarterly Labour Force Survey,2021,sex,
995,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,558,Nicaragua,NIC,-85.03060315,12.84210839,Latin America and the Caribbean,2001,F,Female,30.47,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,HIES - National Household Survey on Measuring Living Conditions,2021,sex,
996,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,722,Small island developing States (SIDS),,,,,2002,F,Female,30.5,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
997,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2012,F,Female,30.51,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
998,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,72,Botswana,BWA,23.81380223,-22.18810073,Sub-Saharan Africa,2006,F,Female,30.53,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,2021,sex,
999,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,752,Sweden,SWE,14.3775338,60.60103109,Europe and Northern America,2001,F,Female,30.53,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation | Break in series: Methodology revised,LFS - EU Labour Force Survey,2021,sex,
1000,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,752,Sweden,SWE,14.3775338,60.60103109,Europe and Northern America,2000,F,Female,30.54,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1001,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,862,Venezuela (Bolivarian Republic of),VEN,-66.15642084,7.121324748,Latin America and the Caribbean,2006,F,Female,30.56,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Household Sample Survey,2021,sex,
1002,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,2017,F,Female,30.57,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1003,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2006,F,Female,30.59,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1004,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,480,Mauritius,MUS,57.568022,-20.28581998,Sub-Saharan Africa,2016,F,Female,30.6,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,LFS - Continuous Multi-Purpose Household Survey,2021,sex,
1005,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,372,Ireland,IRL,-7.121425272,53.25274054,Europe and Northern America,2006,F,Female,30.61,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1006,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,417,Kyrgyzstan,KGZ,74.52324839,41.46204516,Central and Southern Asia,2009,F,Female,30.61,PT,Percent,C,Country data,G,Global,,LFS - Employment and Unemployment Survey,2021,sex,
1007,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,858,Uruguay,URY,-56.01387025,-32.8002838,Latin America and the Caribbean,2003,F,Female,30.61,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Continous Household Survey,2021,sex,
1008,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,2014,F,Female,30.62,PT,Percent,C,Country data,G,Global,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",LFS - Permanent Household Survey (Urban),2021,sex,
1009,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,202,Sub-Saharan Africa,,,,Sub-Saharan Africa,2017,F,Female,30.65,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1010,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,2001,F,Female,30.67,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - National Labour Force Survey,2021,sex,
1011,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,2003,F,Female,30.67,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,LFS - Monthly Employment and Income Survey,2021,sex,
1012,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,862,Venezuela (Bolivarian Republic of),VEN,-66.15642084,7.121324748,Latin America and the Caribbean,2008,F,Female,30.67,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Household Sample Survey,2021,sex,
1013,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2011,F,Female,30.68,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation | Break in series: Methodology revised,LFS - EU Labour Force Survey,2021,sex,
1014,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,68,Bolivia (Plurinational State of),BOL,-64.66224284,-16.71273412,Latin America and the Caribbean,2004,F,Female,30.69,PT,Percent,C,Country data,G,Global,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old,LFS - Continuous Employment Survey,2021,sex,
1015,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,688,Serbia,SRB,20.805876,44.03145697,Europe and Northern America,2017,F,Female,30.69,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,2021,sex,
1016,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,753,Eastern and South-Eastern Asia,,,,Eastern and South-Eastern Asia,2014,F,Female,30.7,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1017,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,752,Sweden,SWE,14.3775338,60.60103109,Europe and Northern America,2002,F,Female,30.71,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1018,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,202,Sub-Saharan Africa,,,,Sub-Saharan Africa,2015,F,Female,29.32,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1019,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,753,Eastern and South-Eastern Asia,,,,Eastern and South-Eastern Asia,2012,F,Female,29.34,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1020,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2003,F,Female,28.23,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1021,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,432,Landlocked developing countries (LLDCs),,,,,2009,F,Female,28.24,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1022,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,1,World,,,,,2019,F,Female,28.25,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,1
1023,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,432,Landlocked developing countries (LLDCs),,,,,2008,F,Female,28.28,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
